License_Number,License_State,License_Type,License_Status,Issue_Date,Expiration_Date,Days_Until_Expiration,Renewal_Cycle_Months,Provider_ID,Provider_NPI,Provider_First_Name,Provider_Last_Name,Provider_Email,Provider_Specialty,Provider_Role,Total_CME_Hours_Required,CME_Renewal_Period_Months,Min_Category1_Hours,Max_Category2_Hours,Opioid_Hours_Required,Pain_Management_Hours_Required,Ethics_Hours_Required,Other_Special_Topics,Compliance_Status,Total_Hours_Required,Total_Hours_Completed,Completion_Percentage,State_Code,Board_Type,Rollover_Allowed,Max_Rollover_Hours
DEMD70258,DE,MD,inactive,1/10/2022,6/12/2027,570,24,bf89567f-e7ec-4f88-9962-76df691e69f6,3165108795,Thomas,Cox,prov.md34@example.com,Internal Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO137090,DE,DO,expired,4/8/2023,2/12/2027,450,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO869631,DE,DO,active,12/12/2023,7/17/2026,240,24,022b323c-e64a-4886-a845-e20a0bd08d6a,8903299092,Nicole,Olsen,prov.do39@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO168747,FL,DO,inactive,12/5/2021,5/13/2027,540,24,2fa889b2-0a0e-42ce-b6e8-5eb9b0533b6c,7865430637,Christopher,Grant,prov.do35@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO481742,FL,DO,active,12/14/2020,6/6/2028,930,24,8495a3ca-7b4e-40f1-857e-f1f031bae25c,2878302583,Mary,Williams,prov.do26@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
FL-DO-297794,FL,DO,expired,3/14/2023,7/10/2024,-497,36,00301e27-178f-408b-a51b-3dc8f38d09c8,,Bradley,Weaver,provider.do76@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,27,100.00%,,,No,
FL-DO-656250,FL,DO,expired,9/14/2022,9/11/2024,-434,36,a328352b-f9f1-4592-9880-5d42c487ab77,,Angela,Fernandez,provider.do80@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,45,100.00%,,,No,
FL-DO-864582,FL,DO,suspended,6/29/2024,3/19/2026,120,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
FL-DO-888580,FL,DO,active,4/25/2023,4/13/2027,510,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
FL-DO-921168,FL,DO,suspended,3/20/2020,3/8/2028,840,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
FL-DO-942630,FL,DO,active,11/21/2022,9/10/2027,660,24,1eff1e99-d34b-480f-b49f-d675c98e8909,8291031509,Laura,Herring,prov.do1@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
FL-MD-150447,FL,MD,expired,1/6/2023,4/26/2024,-572,24,c9e9f1af-8f1b-465b-b105-dee29be141f9,,James,Richardson,provider.md79@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,31,100.00%,,,No,
FL-MD-661382,FL,MD,active,3/29/2024,11/21/2025,2,12,0083d940-9e5f-4e20-855e-854bfd399f4a,,Melissa,Zimmerman,provider.md78@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,11,100.00%,,,No,
FL-MD-967604,FL,MD,active,6/2/2024,3/7/2026,108,24,fa3fbaba-814d-47eb-ad36-9d93dd01a6e5,,Alec,Williamson,provider.md77@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,14,100.00%,,,No,
FLDO36798,FL,DO,active,11/7/2021,6/6/2028,930,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
FLDO85542,FL,DO,active,3/11/2024,8/11/2027,630,24,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
FLDO90718,FL,DO,expired,1/7/2022,7/17/2026,240,24,d0675555-ef00-45b5-a800-43bfaa61f563,7724256114,James,Thomas,prov.do31@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
FLDO93611,FL,DO,active,1/8/2020,5/7/2028,900,24,65782f59-d524-4d08-927a-cee6f393b8a0,3881953186,Dawn,Mendez,prov.do24@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD356287,FL,MD,active,6/5/2022,10/10/2027,690,24,bf89567f-e7ec-4f88-9962-76df691e69f6,3165108795,Thomas,Cox,prov.md34@example.com,Internal Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD449428,FL,MD,active,12/19/2021,10/4/2028,1050,24,9db194fb-abd5-45eb-9b37-ef8a067571be,4790960701,Kevin,Lee,prov.md22@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD732127,FL,MD,active,8/19/2022,9/10/2027,660,24,a6cff191-d89f-4dab-98e3-140fbdfa5cb5,5519457723,Morgan,Webster,prov.md6@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD809423,FL,MD,active,2/26/2024,1/18/2026,60,24,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD985036,FL,MD,active,4/16/2023,8/16/2026,270,24,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO124685,GA,DO,active,7/4/2021,2/12/2027,450,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO317620,GA,DO,active,5/24/2021,2/17/2026,90,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
GA-DO-247028,GA,DO,expired,6/23/2023,2/27/2025,-265,24,e46c7aa2-89f2-440a-ac7a-4e7a8970f839,,Bryan,Stuart,provider.do82@example.com,Cardiology,provider,,,,,0,0,0,,No Requirements,0,18,100.00%,,,No,
GA-DO-512853,GA,DO,active,10/17/2023,9/10/2027,660,24,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
GA-DO-722358,GA,DO,expired,12/29/2021,8/2/2023,-840,12,4100e1c4-c867-46a5-9646-78298d7ea9f2,,Kristin,Chavez,provider.do81@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,32,100.00%,,,No,
GA-MD-269573,GA,MD,expired,4/27/2023,6/23/2024,-514,36,baf887d6-bd48-494c-a2f3-ea8e9256d1a7,,Sheila,Kramer,provider.md84@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,30,100.00%,,,No,
GA-MD-274928,GA,MD,active,6/15/2024,11/24/2025,5,24,fe7caac1-9652-4734-b2f0-f8098460ce1c,,Michelle,Gonzalez,provider.md85@example.com,Radiology,provider,,,,,0,0,0,,No Requirements,0,16,100.00%,,,No,
GA-MD-278874,GA,MD,active,9/7/2021,8/16/2026,270,24,bf89567f-e7ec-4f88-9962-76df691e69f6,3165108795,Thomas,Cox,prov.md34@example.com,Internal Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
GA-MD-308583,GA,MD,expired,3/29/2024,4/16/2025,-217,24,e439a211-1391-4036-8863-3610fcf58479,,Mikayla,Wu,provider.md83@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,27,100.00%,,,No,
GADO63284,GA,DO,active,8/12/2020,3/8/2028,840,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
GADO90607,GA,DO,active,12/16/2024,9/10/2027,660,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD263346,GA,MD,active,1/23/2023,8/11/2027,630,24,0a6ba225-09b4-4023-86cf-3256442c550d,2731953081,Jamie,Mcpherson,prov.md29@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO405030,HI,DO,active,2/27/2024,6/17/2026,210,24,d0675555-ef00-45b5-a800-43bfaa61f563,7724256114,James,Thomas,prov.do31@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO906438,HI,DO,active,12/21/2021,4/18/2026,150,24,022b323c-e64a-4886-a845-e20a0bd08d6a,8903299092,Nicole,Olsen,prov.do39@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
HI-DO-954043,HI,DO,expired,10/31/2023,4/15/2025,-218,36,f0b2af38-da71-420d-9651-d2b714efa58a,,Steven,Salazar,provider.do86@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,29,100.00%,,,No,
HI-MD-436124,HI,MD,expired,9/10/2021,12/3/2022,-1082,12,7ac24b58-ee14-415a-b82b-626e7d501d06,,Deborah,Thomas,provider.md88@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,43,100.00%,,,No,
HI-MD-477266,HI,MD,active,10/17/2024,12/7/2025,18,24,70ddfec4-ea8f-4a1d-bf1d-28d2beaebc7b,,Gina,Lloyd,provider.md89@example.com,Cardiology,provider,,,,,0,0,0,,No Requirements,0,25,100.00%,,,No,
HI-MD-517296,HI,MD,expired,3/13/2023,7/1/2024,-506,12,502e0118-1956-45f7-b498-0ee9b226f937,,Emily,Delacruz,provider.md90@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,6,100.00%,,,No,
HI-MD-899168,HI,MD,expired,8/9/2023,1/20/2025,-303,12,d178dfaa-299e-4f04-b0d2-5447a7d8394a,,Michael,Trevino,provider.md87@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,43,100.00%,,,No,
HIDO18306,HI,DO,inactive,1/21/2023,2/17/2026,90,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
HIDO25497,HI,DO,active,3/6/2020,6/17/2026,210,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
HIDO78577,HI,DO,active,7/9/2020,9/15/2026,300,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
HIDO96795,HI,DO,inactive,8/24/2021,2/12/2027,450,24,e8bd5222-3209-417a-9591-f9ab57fc11d5,3559026444,Rodney,James,prov.do43@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD410196,HI,MD,active,7/26/2021,3/8/2028,840,24,e940214d-542a-4f06-bf6e-0c55250cb610,1259369420,Jonathan,Taylor,prov.md40@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO212445,IA,DO,active,10/27/2022,6/6/2028,930,36,e8bd5222-3209-417a-9591-f9ab57fc11d5,3559026444,Rodney,James,prov.do43@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO304121,IA,DO,active,6/24/2020,2/12/2027,450,36,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IA-DO-237607,IA,DO,active,9/14/2024,2/12/2027,450,36,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IA-DO-649869,IA,DO,expired,8/4/2023,1/28/2025,-295,24,736555a0-7f0b-4688-bae2-77b796a8f678,,Christina,Russell,provider.do92@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,31,100.00%,,,No,
IA-DO-665003,IA,DO,active,12/7/2023,1/13/2027,420,36,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IA-DO-853497,IA,DO,active,8/16/2020,9/15/2026,300,36,65782f59-d524-4d08-927a-cee6f393b8a0,3881953186,Dawn,Mendez,prov.do24@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IA-DO-938229,IA,DO,expired,5/8/2021,1/31/2023,-1023,24,aa6e663d-c144-45a4-b908-688f61122539,,Mark,Barrera,provider.do91@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,37,100.00%,,,No,
IA-MD-147211,IA,MD,expired,4/1/2022,6/6/2028,930,36,a2598c2d-7e29-4c12-aa87-ef9bb43d86d1,6612319776,Daniel,Ingram,prov.md41@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IA-MD-247601,IA,MD,expired,9/14/2022,5/2/2024,-566,12,f580c0aa-43bb-4b2a-985e-aa16c8bdb257,,Gina,Moore,provider.md93@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,19,100.00%,,,No,
IA-MD-655431,IA,MD,expired,8/18/2023,3/30/2025,-234,36,3fd8c56e-1c59-4c50-a297-96cba384d248,,Isaiah,Lucas,provider.md95@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,8,100.00%,,,No,
IA-MD-656220,IA,MD,active,8/2/2024,6/28/2026,221,12,ea6da09a-163b-4637-86b2-910a9d725473,,Francisco,Gonzalez,provider.md94@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,22,100.00%,,,No,
IADO10557,IA,DO,active,9/27/2022,4/7/2028,870,36,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IADO31303,IA,DO,inactive,4/29/2020,6/12/2027,570,36,8495a3ca-7b4e-40f1-857e-f1f031bae25c,2878302583,Mary,Williams,prov.do26@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IADO84472,IA,DO,expired,5/21/2022,1/18/2026,60,36,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IADO88361,IA,DO,active,5/23/2021,12/14/2026,390,36,fe62d1e3-0e3b-4104-a319-fbc3c5768640,2726807263,Lori,Stokes,prov.do36@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IAMD52927,IA,MD,active,9/12/2021,6/6/2028,930,36,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IAMD78061,IA,MD,active,5/7/2024,3/8/2028,840,36,edc52402-e3ad-4bd1-a9f4-a95d8eb535f6,9051480099,Zachary,Dixon,prov.md23@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD242201,IA,MD,active,3/5/2023,3/8/2028,840,36,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO518649,ID,DO,expired,10/6/2021,4/18/2026,150,12,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO678584,ID,DO,active,8/10/2021,12/9/2027,750,12,486c8135-e4b9-4bd3-a12c-de67b8eee975,5029556670,Robert,Joseph,prov.do32@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ID-DO-326430,ID,DO,active,7/14/2024,3/8/2028,840,12,d011e1a7-0054-4bf4-9a10-030399a7e665,1577119527,Julie,Griffin,prov.do38@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ID-DO-509942,ID,DO,inactive,10/30/2020,1/13/2027,420,12,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ID-DO-578893,ID,DO,expired,10/31/2023,3/22/2025,-242,12,50984414-05ce-4b88-9b4d-c9ff5dca3ce9,,Kenneth,Heath,provider.do99@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,28,100.00%,,,No,
ID-DO-710027,ID,DO,inactive,7/13/2024,5/13/2027,540,12,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ID-MD-394166,ID,MD,expired,3/10/2024,4/14/2025,-219,24,1513bf19-d1ea-4e01-9ae9-5e2358bf55a2,,Amanda,Rhodes,provider.md98@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,45,100.00%,,,No,
ID-MD-701830,ID,MD,expired,8/14/2023,11/24/2024,-360,12,ad234c96-89e7-40ff-937a-159d0b76bb84,,Olivia,Berry,provider.md96@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,10,100.00%,,,No,
ID-MD-879959,ID,MD,expired,11/6/2023,10/1/2025,-49,36,7e4854b7-725d-4bb4-8547-36e6d934554b,,Margaret,Bauer,provider.md97@example.com,Surgery,provider,,,,,0,0,0,,No Requirements,0,27,100.00%,,,No,
ID-MD-942272,ID,MD,expired,5/7/2024,10/26/2025,-24,24,fe098839-dbe2-491a-838e-d6609f634792,,Antonio,Roach,provider.md100@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,39,100.00%,,,No,
IDDO31466,ID,DO,active,11/24/2021,9/10/2027,660,12,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IDDO41934,ID,DO,active,10/31/2024,5/7/2028,900,12,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IDMD41697,ID,MD,active,8/30/2020,1/13/2027,420,12,1b95c543-bae1-4ae6-b55d-58a2daeafb54,4548152315,Erica,Brown,prov.md20@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IDMD43657,ID,MD,active,7/6/2021,7/12/2027,600,12,ed4b8322-c7c7-42fc-8558-b07c90fe2587,7208960676,Mary,Walker,prov.md27@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IDMD65524,ID,MD,active,5/17/2021,3/19/2026,120,12,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IDMD94907,ID,MD,active,10/6/2023,3/14/2027,480,12,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO542421,IL,DO,expired,6/23/2024,9/4/2028,1020,36,cc54f874-87fd-457c-b0b8-8b1495feb0af,8572189496,Savannah,Brooks,prov.do42@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO707022,IL,DO,inactive,4/14/2024,8/16/2026,270,36,80c12e21-9369-455d-9f6e-378f88c14507,9158068667,Phillip,Morales,prov.do44@example.com,Cardiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO948661,IL,DO,active,1/10/2020,9/4/2028,1020,36,bd9ffd72-affb-4faf-a34c-8af105ade4f6,7373301125,Marcus,Brown,prov.do30@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IL-DO-580832,IL,DO,active,4/16/2024,11/14/2026,360,36,92427550-a01a-48ac-ba8b-8209ffc5a514,2321005349,Tonya,Barker,prov.do46@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IL-DO-625588,IL,DO,active,8/3/2022,6/6/2028,930,36,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IL-DO-916671,IL,DO,active,1/23/2020,7/17/2026,240,36,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IL-DO-942731,IL,DO,expired,6/22/2023,12/14/2026,390,36,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IL-MD-132608,IL,MD,expired,11/27/2022,11/22/2024,-362,12,bcb4e45a-16de-4d92-ac61-e7f8b6c1b106,,Tina,Sawyer,provider.md105@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,11,100.00%,,,No,
IL-MD-220230,IL,MD,expired,11/6/2023,8/4/2025,-107,36,a5a0df92-67b3-4122-8b35-33c383c02004,,Tyler,Santos,provider.md104@example.com,Surgery,provider,,,,,0,0,0,,No Requirements,0,25,100.00%,,,No,
IL-MD-429194,IL,MD,active,9/28/2021,5/7/2028,900,36,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IL-MD-676482,IL,MD,expired,8/5/2022,10/24/2023,-757,36,3a3f1e9a-d37a-49cf-bce6-c284cabd74bf,,Denise,Stone,provider.md101@example.com,Cardiology,provider,,,,,0,0,0,,No Requirements,0,33,100.00%,,,No,
IL-MD-787694,IL,MD,expired,1/20/2023,3/27/2024,-602,24,1acbc984-7ae0-4f7f-bdd0-6ba4049706fc,,Amy,Fernandez,provider.md102@example.com,Cardiology,provider,,,,,0,0,0,,No Requirements,0,30,100.00%,,,No,
IL-MD-858048,IL,MD,expired,6/28/2021,2/20/2023,-1003,12,14b2a0b9-c14b-47f0-82a6-120e592f7c7b,,Michael,Haney,provider.md103@example.com,Radiology,provider,,,,,0,0,0,,No Requirements,0,22,100.00%,,,No,
ILDO24073,IL,DO,active,4/26/2024,4/18/2026,150,36,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ILDO24876,IL,DO,active,9/3/2024,8/16/2026,270,36,65782f59-d524-4d08-927a-cee6f393b8a0,3881953186,Dawn,Mendez,prov.do24@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ILDO48685,IL,DO,inactive,12/1/2020,11/14/2026,360,36,30462ac3-fe6f-4f41-b820-a5c164976bc9,1607881441,Thomas,Turner,prov.do47@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ILDO84545,IL,DO,active,4/3/2021,1/8/2028,780,36,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ILMD24751,IL,MD,expired,9/16/2022,4/7/2028,870,36,ed4b8322-c7c7-42fc-8558-b07c90fe2587,7208960676,Mary,Walker,prov.md27@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD517621,IL,MD,inactive,3/3/2020,11/14/2026,360,36,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO511367,IN,DO,active,6/28/2020,11/3/2028,1080,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IN-DO-113207,IN,DO,expired,12/23/2021,9/10/2023,-801,12,6c9e60da-4f6e-4c65-9ea9-b82d2bb68ad8,,Samantha,Henderson,provider.do109@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,20,100.00%,,,No,
IN-DO-927638,IN,DO,active,7/17/2021,1/18/2026,60,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
IN-MD-331455,IN,MD,expired,5/13/2022,1/12/2024,-677,36,cce1f40d-1b91-49c4-bc76-7003fce4ee86,,Susan,Harris,provider.md107@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,24,100.00%,,,No,
IN-MD-592443,IN,MD,expired,9/6/2023,11/17/2024,-367,36,65f34bff-a2ab-4a19-b417-59abc6de7d11,,Robert,Berry,provider.md106@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,19,100.00%,,,No,
IN-MD-654626,IN,MD,expired,9/14/2022,9/9/2024,-436,36,3c0327b9-5752-4621-a1f9-1f1b622aa019,,Dale,Curtis,provider.md108@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,13,100.00%,,,No,
IN-MD-868996,IN,MD,expired,6/13/2024,10/23/2025,-27,12,e4eaeda5-4b60-46f0-a1ee-5eeb0686e8d1,,Nicholas,Daniels,provider.md110@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,21,100.00%,,,No,
MD864932,IN,MD,expired,7/27/2021,6/17/2026,210,24,bf89567f-e7ec-4f88-9962-76df691e69f6,3165108795,Thomas,Cox,prov.md34@example.com,Internal Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO220596,KS,DO,expired,3/27/2022,10/10/2027,690,24,022b323c-e64a-4886-a845-e20a0bd08d6a,8903299092,Nicole,Olsen,prov.do39@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
